 Energy A-numu      A-anumu     A-average   
 1.0875 0           0           0           
 1.2625 0           0           0           
 1.4375 0           0           0           
 1.6125 0           0           0           
 1.7875 0           0           0           
 1.9625 1.90095e-06 1.36944e-06 1.6352e-06  
 2.1375 2.37858e-05 1.53911e-05 1.95885e-05 
 2.3125 0.00011198  7.23061e-05 9.21429e-05 
 2.4875 0.000432127 0.000247333 0.00033973  
 2.6625 0.00131498  0.000805329 0.00106016  
 2.8375 0.0037521   0.00230111  0.00302661  
 3.0125 0.00963128  0.00590365  0.00776747  
 3.1875 0.0239526   0.0152972   0.0196249   
 3.3625 0.0551606   0.0361277   0.0456442   
 3.5375 0.121965    0.084065    0.103015    
 3.7125 0.255186    0.181006    0.218096    
 3.8875 0.510213    0.374609    0.442411    
 4.0625 0.956346    0.741445    0.848896    
 4.2375 1.70587     1.3879      1.54689     
 4.4125 2.92931     2.42527     2.67729     
 4.5875 4.63633     3.95828     4.29731     
 4.7625 6.93416     6.18148     6.55782     
 4.9375 10.0069     9.13702     9.57197     
 5.1125 13.6807     12.7605     13.2206     
 5.2875 17.8567     16.9624     17.4096     
 5.4625 22.7172     22.1965     22.4569     
 5.6375 28.4837     27.7038     28.0937     
 5.8125 33.5511     33.1841     33.3676     
 5.9875 39.2034     38.679      38.9412     
 6.1625 42.9978     43.6152     43.3065     
 6.3375 47.3226     47.4445     47.3835     
 6.5125 49.0266     49.9451     49.4859     
 6.6875 51.3168     51.654      51.4854     
 6.8625 51.6483     51.8504     51.7493     
 7.0375 48.5007     50.2127     49.3567     
 7.2125 47.6777     46.4293     47.0535     
 7.3875 40.9888     42.2523     41.6205     
 7.5625 35.5988     36.236      35.9174     
 7.7375 30.7413     30.8207     30.781      
 7.9125 23.938      23.5553     23.7466  
