
1.07461e-07 0 0 8.24524e+47 7.99686e+52 2.99203e+59 0 0 3.30967e+45 0 4.64348e+42 0 0 1
1.24094e-07 0 0 4.38341e+48 9.12284e+52 2.67118e+59 0 0 3.82195e+45 0 4.64348e+42 0 0 1
1.43301e-07 0 0 1.89735e+49 1.0415e+53 2.38394e+59 0 0 4.41351e+45 0 4.64348e+42 0 0 1
1.65482e-07 0 0 6.87458e+49 1.18995e+53 2.12651e+59 0 0 5.09665e+45 0 4.64348e+42 0 0 1
1.91095e-07 0 0 2.13594e+50 1.3609e+53 1.89587e+59 0 0 5.88552e+45 0 4.64348e+42 0 0 1
2.20673e-07 0 0 5.81158e+50 1.55834e+53 1.68947e+59 0 0 6.79649e+45 0 4.64348e+42 0 0 1
2.5483e-07 0 0 1.41015e+51 1.78709e+53 1.505e+59 0 0 7.84846e+45 0 4.64348e+42 0 0 1
2.94273e-07 0 0 3.09992e+51 2.05291e+53 1.34034e+59 0 0 9.06326e+45 0 4.64348e+42 0 0 1
3.39821e-07 0 0 6.25835e+51 2.36264e+53 1.19352e+59 0 0 1.04661e+46 0 4.64348e+42 0 0 1
3.92419e-07 0 0 1.17407e+52 2.72437e+53 1.06268e+59 0 0 1.20861e+46 0 4.64348e+42 0 0 1
4.53158e-07 0 0 2.0675e+52 3.14762e+53 9.46124e+58 0 0 1.39568e+46 0 4.64348e+42 0 0 1
5.23299e-07 0 0 3.44756e+52 3.64374e+53 8.42297e+58 0 0 1.6117e+46 0 4.64348e+42 0 0 1
6.04296e-07 0 0 5.48498e+52 4.22623e+53 7.4979e+58 0 0 1.86116e+46 0 4.64348e+42 0 0 1
6.97831e-07 0 0 8.38088e+52 4.91142e+53 6.67345e+58 0 0 2.14924e+46 0 4.64348e+42 0 0 1
8.05842e-07 0 0 1.23691e+53 5.71911e+53 5.93848e+58 0 0 2.4819e+46 0 4.64348e+42 0 0 1
9.30572e-07 0 0 1.77208e+53 6.67331e+53 5.28314e+58 0 0 2.86605e+46 0 4.64348e+42 0 0 1
1.07461e-06 0 0 2.47508e+53 7.80297e+53 4.69875e+58 0 0 3.30967e+46 0 4.64348e+42 0 0 1
1.24094e-06 0 0 3.38258e+53 9.14282e+53 4.17764e+58 0 0 3.82194e+46 0 4.64348e+42 0 0 1
1.43301e-06 0 0 4.53757e+53 1.07343e+54 3.71298e+58 0 0 4.41351e+46 0 4.64348e+42 0 0 1
1.65482e-06 0 0 5.99064e+53 1.2627e+54 3.29869e+58 0 0 5.09664e+46 0 4.64348e+42 0 0 1
1.91095e-06 0 0 7.80172e+53 1.48804e+54 2.92935e+58 0 0 5.88551e+46 0 4.64348e+42 0 0 1
2.20673e-06 0 0 1.00422e+54 1.75658e+54 2.60012e+58 0 0 6.79648e+46 0 4.64348e+42 0 0 1
2.5483e-06 0 0 1.27975e+54 2.0769e+54 2.30671e+58 0 0 7.84845e+46 0 4.64348e+42 0 0 1
2.94273e-06 0 0 1.61696e+54 2.45925e+54 2.04526e+58 0 0 9.06325e+46 0 4.64348e+42 0 0 1
3.39821e-06 0 0 2.02806e+54 2.91591e+54 1.81235e+58 0 0 1.04661e+47 0 4.64348e+42 0 0 1
3.92419e-06 0 0 2.52762e+54 3.46153e+54 1.60494e+58 0 0 1.2086e+47 0 4.64348e+42 0 0 1
4.53158e-06 0 0 3.13308e+54 4.11363e+54 1.42028e+58 0 0 1.39567e+47 0 4.64348e+42 0 0 1
5.23299e-06 0 0 3.86529e+54 4.89311e+54 1.25594e+58 0 0 1.6117e+47 0 4.64348e+42 0 0 1
6.04296e-06 0 0 4.7491e+54 5.8249e+54 1.10976e+58 0 0 1.86116e+47 0 4.64348e+42 0 0 1
6.97831e-06 0 0 5.81417e+54 6.93872e+54 9.79768e+57 0 0 2.14923e+47 0 4.64348e+42 0 0 1
8.05842e-06 0 0 7.09584e+54 8.26995e+54 8.64243e+57 0 0 2.48189e+47 0 4.64348e+42 0 0 1
9.30572e-06 0 0 8.6362e+54 9.86072e+54 7.61629e+57 0 0 2.86604e+47 0 4.64348e+42 0 0 1
1.07461e-05 0 0 1.04853e+55 1.17611e+55 6.70535e+57 0 0 3.30965e+47 0 4.64348e+42 0 0 1
