# Energia (eV)   E^2 * fluence (eV)
2.20673e+12   6.31273e+52
2.54830e+12   6.17175e+52
2.94273e+12   6.00612e+52
3.39821e+12   5.70808e+52
3.92419e+12   5.57578e+52
4.53158e+12   5.42200e+52
5.23299e+12   5.24538e+52
6.04296e+12   4.94758e+52
6.97831e+12   4.80027e+52
8.05842e+12   4.63343e+52
9.30572e+12   4.44614e+52
1.07461e+13   4.15011e+52
1.24094e+13   3.98944e+52
1.43301e+13   3.81205e+52
1.65482e+13   3.61769e+52
1.91095e+13   3.32879e+52
2.20673e+13   3.16008e+52
2.54830e+13   2.97871e+52
2.94273e+13   2.78501e+52
3.39821e+13   2.51309e+52
3.92419e+13   2.34597e+52
4.53158e+13   2.17128e+52
5.23299e+13   1.99001e+52
6.04296e+13   1.74871e+52
6.97831e+13   1.59620e+52
8.05842e+13   1.44180e+52
9.30572e+13   1.28677e+52
1.07461e+14   1.09062e+52
1.24094e+14   9.66183e+51
1.43301e+14   8.44883e+51
1.65482e+14   7.27827e+51
1.91095e+14   5.87085e+51
2.20673e+14   4.99790e+51
2.54830e+14   4.18593e+51
2.94273e+14   3.44024e+51
3.39821e+14   2.59120e+51
3.92419e+14   2.09177e+51
4.53158e+14   1.65414e+51
5.23299e+14   1.27703e+51
6.04296e+14   8.73765e+50
6.97831e+14   6.57015e+50
8.05842e+14   4.81315e+50
9.30572e+14   3.41972e+50
1.07461e+15   2.04062e+50
1.24094e+15   1.39519e+50
1.43301e+15   9.23153e+49
1.65482e+15   5.87546e+49
1.91095e+15   2.87275e+49
2.20673e+15   1.72695e+49
2.54830e+15   9.96876e+48
2.94273e+15   5.48250e+48
3.39821e+15   1.98336e+48
3.92419e+15   9.96308e+47
4.53158e+15   4.76715e+47
5.23299e+15   2.16198e+47
6.04296e+15   4.82755e+46
6.97831e+15   1.85378e+46
8.05842e+15   6.69221e+45
9.30572e+15   2.32223e+45
1.07461e+16   2.44559e+44
1.24094e+16   6.11072e+43
1.43301e+16   1.36215e+43
1.65482e+16   2.97694e+42
1.91095e+16   1.12512e+41
2.20673e+16   1.38292e+40
2.54830e+16   1.29914e+39
2.94273e+16   1.10464e+38
3.39821e+16   1.00071e+36
3.92419e+16   3.78685e+34
4.53158e+16   8.30380e+32
5.23299e+16   1.08934e+31
6.04296e+16   1.16606e+28
6.97831e+16   5.11586e+25
8.05842e+16   7.03277e+22
9.30572e+16   0.00000e+00
