# Energy	Flux_temporale
8.653014190760268800e+16 -5.002294326790640625e+12
8.671662928167116800e+16 -5.067588908086675781e+12
8.690311665573968000e+16 -5.123929881829447266e+12
8.708960402980816000e+16 -5.171017750971117188e+12
8.727609140387667200e+16 -5.208553018463887695e+12
8.746257877794515200e+16 -5.236236187259928711e+12
8.764906615201366400e+16 -5.253767760311432617e+12
8.783555352608214400e+16 -5.260848240570582031e+12
8.802204090015062400e+16 -5.257178130989563477e+12
8.820852827421913600e+16 -5.242457934520556641e+12
8.839501564828761600e+16 -5.216388154115754883e+12
8.858150302235612800e+16 -5.178669292727330078e+12
8.876799039642460800e+16 -5.129001853307478516e+12
8.895447777049312000e+16 -5.067086338808373047e+12
8.914096514456160000e+16 -4.992623252182216797e+12
8.932745251863011200e+16 -4.905313096381166016e+12
8.951393989269859200e+16 -4.804856374357439453e+12
8.970042726676710400e+16 -4.690953589063184570e+12
8.988691464083558400e+16 -4.563305243450625000e+12
9.007340201490409600e+16 -4.421611840471900391e+12
9.025988938897257600e+16 -4.265573883079247559e+12
9.044637676304108800e+16 -4.094891874224793457e+12
9.063286413710956800e+16 -3.909266316860784180e+12
9.081935151117808000e+16 -3.708397713939338379e+12
9.100583888524656000e+16 -3.491986568412709961e+12
9.119232625931504000e+16 -3.259733383233050293e+12
9.137881363338355200e+16 -3.011338661352501465e+12
9.156530100745203200e+16 -2.746502905723331055e+12
9.175178838152054400e+16 -2.464926619297633789e+12
9.193827575558902400e+16 -2.166310305027689941e+12
9.212476312965753600e+16 -1.850354465865582520e+12
9.231125050372601600e+16 -1.516759604763604004e+12
9.249773787779452800e+16 -1.165226224673824707e+12
9.268422525186300800e+16 -7.954548285485488281e+11
9.287071262593152000e+16 -4.071459193398347778e+11
9.305720000000000000e+16 0.000000000000000000e+00
