# Energia (eV)   E^2 * fluence (eV)
9.30572e+05   9.93126e+55
1.07461e+06   1.33112e+56
1.24094e+06   1.77705e+56
1.43301e+06   2.37304e+56
1.65482e+06   3.17019e+56
1.91095e+06   4.23792e+56
2.20673e+06   5.66923e+56
2.54830e+06   7.59124e+56
2.94273e+06   1.01776e+57
3.39821e+06   1.36741e+57
3.92419e+06   1.84123e+57
4.53158e+06   2.48619e+57
5.23299e+06   3.36838e+57
6.04296e+06   4.58936e+57
6.97831e+06   6.27721e+57
8.05842e+06   8.62749e+57
9.30572e+06   1.18979e+58
1.07461e+07   1.65997e+58
1.24094e+07   2.30521e+58
1.43301e+07   3.19483e+58
1.65482e+07   4.41309e+58
1.91095e+07   6.06628e+58
2.20673e+07   8.29351e+58
2.54830e+07   1.12465e+59
2.94273e+07   1.49992e+59
3.39821e+07   1.96164e+59
3.92419e+07   2.51181e+59
4.53158e+07   3.16567e+59
5.23299e+07   3.93748e+59
6.04296e+07   4.78116e+59
6.97831e+07   5.65913e+59
8.05842e+07   6.47981e+59
9.30572e+07   7.12435e+59
1.07461e+08   7.42325e+59
1.24094e+08   7.65633e+59
1.43301e+08   7.74710e+59
1.65482e+08   7.71171e+59
1.91095e+08   7.41276e+59
2.20673e+08   7.26675e+59
2.54830e+08   7.06398e+59
2.94273e+08   6.80718e+59
3.39821e+08   6.43642e+59
3.92419e+08   6.22690e+59
4.53158e+08   6.00383e+59
5.23299e+08   5.77001e+59
6.04296e+08   5.48688e+59
6.97831e+08   5.33468e+59
8.05842e+08   5.17923e+59
9.30572e+08   5.01681e+59
1.07461e+09   4.78858e+59
1.24094e+09   4.67994e+59
1.43301e+09   4.56087e+59
1.65482e+09   4.43072e+59
1.91095e+09   4.23044e+59
2.20673e+09   4.14171e+59
2.54830e+09   4.04274e+59
2.94273e+09   3.93254e+59
3.39821e+09   3.75914e+59
3.92419e+09   3.68054e+59
4.53158e+09   3.58969e+59
5.23299e+09   3.48567e+59
6.04296e+09   3.32841e+59
6.97831e+09   3.25245e+59
8.05842e+09   3.16859e+59
9.30572e+09   3.07738e+59
1.07461e+10   2.94563e+59
1.24094e+10   2.88633e+59
1.43301e+10   2.82046e+59
1.65482e+10   2.74694e+59
1.91095e+10   2.62753e+59
2.20673e+10   2.57464e+59
2.54830e+10   2.51366e+59
2.94273e+10   2.44476e+59
3.39821e+10   2.33094e+59
3.92419e+10   2.28249e+59
4.53158e+10   2.22894e+59
5.23299e+10   2.16993e+59
6.04296e+10   2.07044e+59
6.97831e+10   2.03149e+59
8.05842e+10   1.98815e+59
9.30572e+10   1.93964e+59
1.07461e+11   1.85258e+59
1.24094e+11   1.81938e+59
1.43301e+11   1.78129e+59
1.65482e+11   1.73772e+59
1.91095e+11   1.65798e+59
2.20673e+11   1.62690e+59
2.54830e+11   1.59122e+59
2.94273e+11   1.55046e+59
3.39821e+11   1.47690e+59
3.92419e+11   1.44729e+59
4.53158e+11   1.41346e+59
5.23299e+11   1.37501e+59
6.04296e+11   1.30696e+59
6.97831e+11   1.27837e+59
8.05842e+11   1.24591e+59
9.30572e+11   1.20926e+59
1.07461e+12   1.14603e+59
1.24094e+12   1.11802e+59
1.43301e+12   1.08650e+59
1.65482e+12   1.05118e+59
1.91095e+12   9.92157e+58
2.20673e+12   9.64366e+58
2.54830e+12   9.33414e+58
2.94273e+12   8.99066e+58
3.39821e+12   8.43754e+58
3.92419e+12   8.15948e+58
4.53158e+12   7.85341e+58
5.23299e+12   7.51795e+58
6.04296e+12   6.99963e+58
6.97831e+12   6.72140e+58
8.05842e+12   6.41950e+58
9.30572e+12   6.09334e+58
1.07461e+13   5.61111e+58
1.24094e+13   5.33621e+58
1.43301e+13   5.04299e+58
1.65482e+13   4.73160e+58
1.91095e+13   4.29163e+58
2.20673e+13   4.02806e+58
2.54830e+13   3.75260e+58
2.94273e+13   3.46608e+58
3.39821e+13   3.07915e+58
3.92419e+13   2.83925e+58
4.53158e+13   2.59450e+58
5.23299e+13   2.34637e+58
6.04296e+13   2.02606e+58
6.97831e+13   1.82425e+58
8.05842e+13   1.62442e+58
9.30572e+13   1.42813e+58
1.07461e+14   1.18606e+58
1.24094e+14   1.03443e+58
1.43301e+14   8.89805e+57
1.65482e+14   7.53289e+57
1.91095e+14   5.92906e+57
2.20673e+14   4.95517e+57
2.54830e+14   4.07008e+57
2.94273e+14   3.27633e+57
3.39821e+14   2.39309e+57
3.92419e+14   1.88913e+57
4.53158e+14   1.45896e+57
5.23299e+14   1.09822e+57
6.04296e+14   7.21961e+56
6.97831e+14   5.28008e+56
8.05842e+14   3.75618e+56
9.30572e+14   2.58630e+56
1.07461e+15   1.46202e+56
1.24094e+15   9.64944e+55
1.43301e+15   6.15186e+55
1.65482e+15   3.76347e+55
1.91095e+15   1.70453e+55
2.20673e+15   9.78249e+54
2.54830e+15   5.38025e+54
2.94273e+15   2.81327e+54
3.39821e+15   9.06684e+53
3.92419e+15   4.26786e+53
4.53158e+15   1.90962e+53
5.23299e+15   8.11576e+52
6.04296e+15   1.51117e+52
6.97831e+15   5.25414e+51
8.05842e+15   1.70391e+51
9.30572e+15   5.35035e+50
1.07461e+16   4.37681e+49
1.24094e+16   9.32444e+48
1.43301e+16   1.72171e+48
1.65482e+16   3.10942e+47
1.91095e+16   8.40848e+45
2.20673e+16   7.95497e+44
2.54830e+16   5.40481e+43
2.94273e+16   3.09508e+42
3.39821e+16   1.73178e+40
3.92419e+16   4.26841e+38
4.53158e+16   5.42674e+36
5.23299e+16   3.50118e+34
6.04296e+16   1.67760e+31
6.97831e+16   2.89641e+28
8.05842e+16   1.30528e+25
9.30572e+16   0.00000e+00
