
1.07461e-07 0 0 4.3396e+47 1.32688e+52 4.53077e+58 1.10784e+57 0 1.28972e+46 0 4.64348e+42 0 0 1
1.24094e-07 0 0 1.94213e+48 1.48751e+52 3.97694e+58 9.68603e+56 0 1.48934e+46 0 4.64348e+42 0 0 1
1.43301e-07 0 0 7.235e+48 1.67109e+52 3.49586e+58 8.50355e+56 0 1.71987e+46 0 4.64348e+42 0 0 1
1.65482e-07 0 0 2.29749e+49 1.87923e+52 3.07315e+58 7.48306e+56 0 1.98607e+46 0 4.64348e+42 0 0 1
1.91095e-07 0 0 6.35055e+49 2.11411e+52 2.6992e+58 6.59041e+56 0 2.29348e+46 0 4.64348e+42 0 0 1
2.20673e-07 0 0 1.55645e+50 2.37888e+52 2.36755e+58 5.80235e+56 0 2.64847e+46 0 4.64348e+42 0 0 1
2.5483e-07 0 0 3.43797e+50 2.67776e+52 2.07354e+58 5.10332e+56 0 3.0584e+46 0 4.64348e+42 0 0 1
2.94273e-07 0 0 6.94256e+50 3.01624e+52 1.81343e+58 4.48257e+56 0 3.53179e+46 0 4.64348e+42 0 0 1
3.39821e-07 0 0 1.29781e+51 3.40105e+52 1.58394e+58 3.93195e+56 0 4.07845e+46 0 4.64348e+42 0 0 1
3.92419e-07 0 0 2.27032e+51 3.84037e+52 1.38201e+58 3.44465e+56 0 4.70972e+46 0 4.64348e+42 0 0 1
4.53158e-07 0 0 3.75165e+51 4.34384e+52 1.20478e+58 3.0145e+56 0 5.4387e+46 0 4.64348e+42 0 0 1
5.23299e-07 0 0 5.90365e+51 4.92272e+52 1.04952e+58 2.63574e+56 0 6.28051e+46 0 4.64348e+42 0 0 1
6.04296e-07 0 0 8.90821e+51 5.59007e+52 9.13691e+57 2.30292e+56 0 7.25262e+46 0 4.64348e+42 0 0 1
6.97831e-07 0 0 1.29661e+52 6.36101e+52 7.94959e+57 2.01094e+56 0 8.37519e+46 0 4.64348e+42 0 0 1
8.05842e-07 0 0 1.82979e+52 7.25331e+52 6.91206e+57 1.75502e+56 0 9.67152e+46 0 4.64348e+42 0 0 1
9.30572e-07 0 0 2.51472e+52 8.28806e+52 6.0055e+57 1.53084e+56 0 1.11685e+47 0 4.64348e+42 0 0 1
1.07461e-06 0 0 3.37879e+52 9.49072e+52 5.21341e+57 1.33448e+56 0 1.28972e+47 0 4.64348e+42 0 0 1
