
1.07461e-07 0 0 1.08347e+29 2.00332e+49 6.92726e+57 0 0 1.02831e+43 0 4.64348e+42 0 0 0
1.24094e-07 0 0 6.31452e+31 2.24274e+49 6.10045e+57 0 0 1.18747e+43 0 4.64348e+42 0 0 0
1.43301e-07 0 0 1.58628e+34 2.50285e+49 5.35497e+57 0 0 1.37127e+43 0 4.64348e+42 0 0 0
1.65482e-07 0 0 1.92151e+36 2.78365e+49 4.68423e+57 0 0 1.58352e+43 0 4.64348e+42 0 0 0
1.91095e-07 0 0 1.23678e+38 3.08479e+49 4.08232e+57 0 0 1.82862e+43 0 4.64348e+42 0 0 0
2.20673e-07 0 0 4.60097e+39 3.40554e+49 3.54386e+57 0 0 2.11165e+43 0 4.64348e+42 0 0 0
2.5483e-07 0 0 1.06402e+41 3.74493e+49 3.06398e+57 0 0 2.4385e+43 0 4.64348e+42 0 0 0
2.94273e-07 0 0 1.62938e+42 4.10187e+49 2.6382e+57 0 0 2.81594e+43 0 4.64348e+42 0 0 0
3.39821e-07 0 0 1.7453e+43 4.47545e+49 2.26241e+57 0 0 3.25179e+43 0 4.64348e+42 0 0 0
3.92419e-07 0 0 1.37147e+44 4.86544e+49 1.93274e+57 0 0 3.75511e+43 0 4.64348e+42 0 0 0
4.53158e-07 0 0 8.24128e+44 5.2728e+49 1.64554e+57 0 0 4.33633e+43 0 4.64348e+42 0 0 0
5.23299e-07 0 0 3.9269e+45 5.70053e+49 1.39729e+57 0 0 5.00752e+43 0 4.64348e+42 0 0 0
6.04296e-07 0 0 1.53166e+46 6.15444e+49 1.1845e+57 0 0 5.78259e+43 0 4.64348e+42 0 0 0
6.97831e-07 0 0 5.02895e+46 6.6441e+49 1.00377e+57 0 0 6.67764e+43 0 4.64348e+42 0 0 0
8.05842e-07 0 0 1.42461e+47 7.18347e+49 8.51625e+56 0 0 7.71121e+43 0 4.64348e+42 0 0 0
9.30572e-07 0 0 3.55813e+47 7.79132e+49 7.24635e+56 0 0 8.90477e+43 0 4.64348e+42 0 0 0
1.07461e-06 0 0 7.98477e+47 8.49093e+49 6.1937e+56 0 0 1.02831e+44 0 4.64348e+42 0 0 0
